net,length_um
_02842_,5.68
_02963_,5.68
_03330_,5.68
_03732_,5.68
_03845_,5.68
_04001_,5.68
_04166_,5.68
_04192_,5.68
_04269_,5.68
_04275_,5.68
_04335_,5.68
_05924_,5.68
net610,5.68
_00417_,5.645
_00129_,5.62
_00178_,5.62
_00837_,5.62
_00897_,5.62
_00964_,5.62
_01078_,5.62
_01102_,5.62
_01225_,5.62
_01411_,5.62
_01424_,5.62
_03634_,5.62
_05208_,5.62
net213,5.62
net217,5.62
net245,5.62
net334,5.62
net417,5.62
net428,5.62
net495,5.62
net516,5.62
net565,5.62
net581,5.62
net612,5.62
net656,5.62
net680,5.62
net708,5.62
net730,5.62
net750,5.62
net761,5.62
net792,5.62
net840,5.62
net871,5.62
net942,5.62
net1027,5.62
net1178,5.62
net1194,5.62
net1237,5.62
net1242,5.62
net1294,5.62
net1296,5.62
net1384,5.62
net1419,5.62
net1456,5.62
net1473,5.62
net1528,5.62
_00297_,5.605
_00401_,5.605
_00665_,5.605
_00789_,5.605
_00806_,5.605
_00818_,5.605
_00951_,5.605
_01112_,5.605
_01484_,5.605
REG\[11\]\[14\],5.6
REG\[11\]\[26\],5.6
_00035_,5.6
_03032_,5.6
_03061_,5.6
_03359_,5.6
_03672_,5.6
_05860_,5.6
net314,5.6
net777,5.6
net899,5.6
_00076_,5.58
_00884_,5.58
_01017_,5.58
_01473_,5.58
_05183_,5.58
net235,5.58
net893,5.58
net900,5.58
net1508,5.58
DM\[23\]\[16\],5.56
_00058_,5.56
_01515_,5.555
_00078_,5.545
_00191_,5.545
_00545_,5.545
_00746_,5.545
_01014_,5.545
_01207_,5.545
NPC[13],5.53
NPC[20],5.53
NPC[22],5.53
NPC[23],5.53
NPC[28],5.53
NPC[29],5.53
WB_OUT[10],5.53
WB_OUT[15],5.53
WB_OUT[26],5.53
_00256_,5.525
_03266_,5.52
_04712_,5.52
_05170_,5.52
net218,5.52
net249,5.52
net255,5.52
net260,5.52
net261,5.52
net262,5.52
net268,5.52
net279,5.52
net286,5.52
net292,5.52
net298,5.52
net300,5.52
net306,5.52
net315,5.52
net336,5.52
net337,5.52
net338,5.52
net344,5.52
net370,5.52
net385,5.52
net388,5.52
net393,5.52
net395,5.52
net400,5.52
net401,5.52
net405,5.52
net407,5.52
net418,5.52
net430,5.52
net444,5.52
net454,5.52
net459,5.52
net462,5.52
net463,5.52
net474,5.52
net483,5.52
net486,5.52
net514,5.52
net521,5.52
net523,5.52
net530,5.52
net531,5.52
net535,5.52
net543,5.52
net544,5.52
net547,5.52
net550,5.52
net556,5.52
net563,5.52
net570,5.52
net573,5.52
net583,5.52
net584,5.52
net590,5.52
net607,5.52
net621,5.52
net629,5.52
net633,5.52
net639,5.52
net643,5.52
net648,5.52
net662,5.52
net663,5.52
net673,5.52
net679,5.52
net694,5.52
net699,5.52
net725,5.52
net735,5.52
net747,5.52
net754,5.52
net755,5.52
net762,5.52
net765,5.52
net768,5.52
net772,5.52
net789,5.52
net791,5.52
net798,5.52
net806,5.52
net810,5.52
net812,5.52
net814,5.52
net817,5.52
net822,5.52
net824,5.52
net829,5.52
net842,5.52
net853,5.52
net901,5.52
net905,5.52
net930,5.52
net936,5.52
net941,5.52
net949,5.52
net963,5.52
net966,5.52
net981,5.52
net984,5.52
net985,5.52
net994,5.52
net997,5.52
net1002,5.52
net1018,5.52
net1041,5.52
net1044,5.52
net1047,5.52
net1048,5.52
net1056,5.52
net1061,5.52
net1087,5.52
net1094,5.52
net1096,5.52
net1100,5.52
net1118,5.52
net1124,5.52
net1137,5.52
net1140,5.52
net1146,5.52
net1154,5.52
net1156,5.52
net1171,5.52
net1173,5.52
net1226,5.52
net1239,5.52
net1270,5.52
net1305,5.52
net1319,5.52
net1453,5.52
_00496_,5.505
_00722_,5.505
_00931_,5.505
_01036_,5.505
net346,5.5
net668,5.5
net693,5.5
net1446,5.5
_05551_,5.48
_00708_,5.465
_00995_,5.46
_00602_,5.445
_01456_,5.445
_05988_,5.445
_00439_,5.435
_00569_,5.435
_00672_,5.435
_00807_,5.435
_00933_,5.435
_01013_,5.435
_01108_,5.435
_01462_,5.435
_01465_,5.435
_00347_,5.425
_00762_,5.425
_01064_,5.425
_01293_,5.425
_01294_,5.425
_04756_,5.41
_04685_,5.4
_05085_,5.4
_05469_,5.4
_05564_,5.4
net631,5.4
net913,5.4
net1066,5.4
net1069,5.4
_04645_,5.395
_01937_,5.38
_02212_,5.38
_02390_,5.38
_02468_,5.38
_02505_,5.38
_02510_,5.38
_02543_,5.38
_02636_,5.38
_02747_,5.38
_03777_,5.38
_03778_,5.38
_03861_,5.38
_04059_,5.38
_04082_,5.38
_04247_,5.38
_04410_,5.38
_04661_,5.38
_05160_,5.38
_05580_,5.38
_05615_,5.38
_05791_,5.38
net619,5.38
net848,5.38
net858,5.38
net960,5.38
net1103,5.38
net1149,5.38
net1219,5.38
net1308,5.38
net1341,5.38
net1364,5.38
net1521,5.38
_03136_,5.36
_03342_,5.36
_03850_,5.36
_04832_,5.36
_00205_,5.345
_00630_,5.345
_00733_,5.345
_00817_,5.345
_01223_,5.345
_01311_,5.345
_01344_,5.345
_05993_,5.345
_06013_,5.345
DM\[19\]\[31\],5.34
DM\[4\]\[13\],5.34
_01823_,5.34
_02114_,5.34
_02121_,5.34
_02248_,5.34
_02282_,5.34
_02382_,5.34
_02702_,5.34
_02775_,5.34
_02824_,5.34
_02825_,5.34
_02827_,5.34
_02910_,5.34
_02918_,5.34
_02964_,5.34
_03338_,5.34
_03378_,5.34
_03442_,5.34
_03586_,5.34
_03670_,5.34
_03869_,5.34
_04055_,5.34
_04075_,5.34
_04106_,5.34
_04128_,5.34
_04140_,5.34
_04167_,5.34
_04235_,5.34
_04239_,5.34
_04250_,5.34
_04387_,5.34
_05853_,5.34
net1073,5.34
net1313,5.34
net1483,5.34
_05571_,5.33
_00913_,5.32
_01404_,5.32
_00249_,5.315
_00424_,5.315
_00805_,5.315
_00889_,5.315
_00906_,5.315
_05995_,5.315
_00187_,5.305
_00245_,5.305
_00261_,5.305
_00735_,5.305
_01149_,5.305
_01324_,5.305
_01539_,5.305
_00973_,5.28
_02054_,5.28
_03053_,5.28
_03983_,5.28
_04201_,5.28
_04212_,5.28
_05402_,5.28
_05607_,5.28
_05941_,5.28
_00134_,5.265
_00323_,5.265
_00483_,5.265
_00522_,5.265
_00989_,5.265
_00997_,5.265
_01106_,5.265
_01418_,5.265
_01743_,5.26
_01790_,5.26
_01904_,5.26
_01951_,5.26
_02273_,5.26
_02338_,5.26
_02470_,5.26
_02482_,5.26
_02837_,5.26
_03039_,5.26
_03041_,5.26
_03311_,5.26
_03855_,5.26
_04053_,5.26
_04099_,5.26
_04224_,5.26
_04237_,5.26
_04261_,5.26
_04299_,5.26
_04320_,5.26
_04381_,5.26
_04640_,5.26
_04717_,5.26
_04738_,5.26
_05069_,5.26
_05601_,5.26
_05696_,5.26
_05819_,5.26
_05942_,5.26
net320,5.26
net412,5.26
net915,5.26
net1136,5.26
net1383,5.26
_00468_,5.24
_05748_,5.24
_02613_,5.22
_02687_,5.22
_03019_,5.22
_03942_,5.22
_03958_,5.22
_03993_,5.22
_04161_,5.22
_04163_,5.22
_04775_,5.22
_05275_,5.22
_05390_,5.22
_05901_,5.22
_01351_,5.2
NPC[15],5.19
NPC[18],5.19
WB_OUT[27],5.19
WB_OUT[30],5.19
WB_OUT[3],5.19
WB_OUT[9],5.19
_00354_,5.185
_00512_,5.185
_00960_,5.185
_01199_,5.185
_06015_,5.18
_00165_,5.16
_00535_,5.16
_00867_,5.16
_00909_,5.16
_00956_,5.16
_01437_,5.16
_01469_,5.16
_01498_,5.16
_01728_,5.16
_03235_,5.16
_03712_,5.16
_04469_,5.16
_05244_,5.16
_05992_,5.16
_06014_,5.16
net220,5.16
net236,5.16
net280,5.16
net290,5.16
net390,5.16
net421,5.16
net489,5.16
net580,5.16
net609,5.16
net637,5.16
net659,5.16
net681,5.16
net714,5.16
net779,5.16
net805,5.16
net945,5.16
net989,5.16
net996,5.16
net1052,5.16
net1055,5.16
net1076,5.16
net1115,5.16
net1155,5.16
net1167,5.16
net1206,5.16
net1221,5.16
net1228,5.16
net1243,5.16
net1315,5.16
net1366,5.16
net1378,5.16
net1385,5.16
net1403,5.16
net1407,5.16
net1517,5.16
net1540,5.16
_00784_,5.145
_02301_,5.14
_05444_,5.14
_05800_,5.14
net455,5.14
_02443_,5.12
_03397_,5.12
net683,5.12
net1201,5.12
net1474,5.12
_00329_,5.095
_00462_,5.095
_00802_,5.095
_00961_,5.095
_01011_,5.095
_00189_,5.085
_00970_,5.085
_01091_,5.085
_01519_,5.085
_01813_,5.06
_05283_,5.06
_05684_,5.06
net287,5.06
net330,5.06
net335,5.06
net340,5.06
net342,5.06
net384,5.06
net406,5.06
net436,5.06
net457,5.06
net509,5.06
net512,5.06
net537,5.06
net552,5.06
net562,5.06
net576,5.06
net582,5.06
net598,5.06
net627,5.06
net641,5.06
net688,5.06
net712,5.06
net719,5.06
net739,5.06
net752,5.06
net770,5.06
net776,5.06
net778,5.06
net782,5.06
net801,5.06
net834,5.06
net846,5.06
net862,5.06
net881,5.06
net886,5.06
net896,5.06
net897,5.06
net903,5.06
net906,5.06
net911,5.06
net923,5.06
net933,5.06
net938,5.06
net947,5.06
net948,5.06
net969,5.06
net986,5.06
net1006,5.06
net1008,5.06
net1010,5.06
net1020,5.06
net1024,5.06
net1043,5.06
net1053,5.06
net1068,5.06
net1074,5.06
net1078,5.06
net1088,5.06
net1090,5.06
net1101,5.06
net1108,5.06
net1112,5.06
net1122,5.06
net1130,5.06
net1131,5.06
net1134,5.06
net1150,5.06
net1160,5.06
net1172,5.06
net1179,5.06
net1184,5.06
net1212,5.06
net1214,5.06
net1227,5.06
net1233,5.06
net1241,5.06
net1246,5.06
net1257,5.06
net1277,5.06
net1281,5.06
net1284,5.06
net1286,5.06
net1292,5.06
net1303,5.06
net1307,5.06
net1309,5.06
net1310,5.06
net1318,5.06
net1321,5.06
net1323,5.06
net1328,5.06
net1329,5.06
net1331,5.06
net1335,5.06
net1339,5.06
net1340,5.06
net1342,5.06
net1345,5.06
net1346,5.06
net1347,5.06
net1350,5.06
net1359,5.06
net1365,5.06
net1368,5.06
net1370,5.06
net1371,5.06
net1376,5.06
net1390,5.06
net1393,5.06
net1400,5.06
net1401,5.06
net1406,5.06
net1408,5.06
net1409,5.06
net1410,5.06
net1416,5.06
net1418,5.06
net1420,5.06
net1423,5.06
net1426,5.06
net1429,5.06
net1430,5.06
net1435,5.06
net1437,5.06
net1439,5.06
net1444,5.06
net1472,5.06
net1476,5.06
net1480,5.06
net1487,5.06
net1492,5.06
net1495,5.06
net1496,5.06
net1497,5.06
net1500,5.06
net1515,5.06
net1520,5.06
net1522,5.06
net1523,5.06
net1534,5.06
_00115_,5.045
_00128_,5.045
_00133_,5.045
_01003_,5.045
_01083_,5.045
_01155_,5.045
_00088_,5.04
_01781_,5.04
_01810_,5.04
_04770_,5.04
_04782_,5.04
net225,5.04
net613,5.04
net1007,5.04
MEM_WB_ALUOUT\[7\],5.02
_00465_,5.02
net998,5.02
net1518,5.02
_00350_,5.015
_00557_,5.015
_01350_,5.005
_05432_,5
_00184_,4.985
_00192_,4.985
_00194_,4.985
_00435_,4.985
_00476_,4.985
_00721_,4.985
_01145_,4.985
_00467_,4.975
_00525_,4.975
_00729_,4.975
_00788_,4.975
_00886_,4.975
_00928_,4.975
_01071_,4.975
_00366_,4.965
_00448_,4.965
_00925_,4.965
_01006_,4.965
IF_ID_NPC\[31\],4.94
_01288_,4.94
_01900_,4.94
_04746_,4.94
_04816_,4.94
_05594_,4.94
net153,4.94
IF_ID_IR\[0\],4.92
_01694_,4.92
_01755_,4.92
_01773_,4.92
_01864_,4.92
_01914_,4.92
_02206_,4.92
_02310_,4.92
_02407_,4.92
_02439_,4.92
_02884_,4.92
_02981_,4.92
_02999_,4.92
_03433_,4.92
_03454_,4.92
_03642_,4.92
_03691_,4.92
_03707_,4.92
_03831_,4.92
_03938_,4.92
_03944_,4.92
_04158_,4.92
_04160_,4.92
_04204_,4.92
_04333_,4.92
_04365_,4.92
_04376_,4.92
_04414_,4.92
_04895_,4.92
_04933_,4.92
_05179_,4.92
_05665_,4.92
_05827_,4.92
_05937_,4.92
net72,4.92
net485,4.92
net559,4.92
net614,4.92
net902,4.92
net1038,4.92
net1070,4.92
net1113,4.92
net1396,4.92
net1524,4.92
_02681_,4.9
_05256_,4.9
_05563_,4.9
_00351_,4.895
_00798_,4.895
_03541_,4.89
_00367_,4.885
_00412_,4.885
_00466_,4.885
_00948_,4.885
_00966_,4.885
_01322_,4.885
_01335_,4.885
_01396_,4.885
_01400_,4.885
_01432_,4.885
IF_ID_NPC\[1\],4.88
IF_ID_NPC\[7\],4.88
_02724_,4.88
_02751_,4.88
_03156_,4.88
_03808_,4.88
_03862_,4.88
_03903_,4.88
_03941_,4.88
_03947_,4.88
_03966_,4.88
_04162_,4.88
_04222_,4.88
_04352_,4.88
_04419_,4.88
_04871_,4.88
_05110_,4.88
_05232_,4.88
_05430_,4.88
_05475_,4.88
net795,4.88
_00327_,4.865
_05493_,4.86
NPC[16],4.85
NPC[19],4.85
NPC[24],4.85
NPC[25],4.85
NPC[31],4.85
WB_OUT[24],4.85
WB_OUT[8],4.85
_00231_,4.845
_00344_,4.845
_00492_,4.845
_00699_,4.845
_00866_,4.845
_00900_,4.845
_00907_,4.845
_01334_,4.845
_01392_,4.845
_06000_,4.845
_00362_,4.82
_01069_,4.82
_02589_,4.82
_03021_,4.82
_04007_,4.82
_00380_,4.805
_00396_,4.805
_00584_,4.805
_00666_,4.805
_00674_,4.805
_00744_,4.805
_00816_,4.805
_01057_,4.805
_01305_,4.805
_01748_,4.8
_02142_,4.8
_02300_,4.8
_02385_,4.8
_02394_,4.8
_02406_,4.8
_02471_,4.8
_02803_,4.8
_03270_,4.8
_03444_,4.8
_03509_,4.8
_03968_,4.8
_03970_,4.8
_04062_,4.8
_04144_,4.8
_04154_,4.8
_04217_,4.8
_04271_,4.8
_04326_,4.8
_04588_,4.8
_04730_,4.8
_04901_,4.8
_05066_,4.8
_05362_,4.8
_05368_,4.8
_05451_,4.8
_05589_,4.8
_05893_,4.8
net301,4.8
net353,4.8
net365,4.8
net437,4.8
net649,4.8
net697,4.8
net1039,4.8
net1189,4.8
_01188_,4.785
DM\[19\]\[19\],4.78
_05724_,4.78
_05783_,4.78
_02244_,4.76
_02891_,4.76
_02933_,4.76
_03011_,4.76
_03860_,4.76
_03866_,4.76
_03943_,4.76
_03965_,4.76
_04132_,4.76
_04180_,4.76
_04771_,4.76
_05012_,4.76
_05779_,4.76
_00204_,4.755
_00759_,4.725
_00853_,4.725
_00179_,4.7
_00212_,4.7
_00606_,4.7
_00813_,4.7
_00943_,4.7
_01206_,4.7
_01227_,4.7
_01234_,4.7
_01253_,4.7
_01466_,4.7
_05074_,4.7
_05403_,4.7
net212,4.7
net308,4.7
net422,4.7
net473,4.7
net574,4.7
net700,4.7
net749,4.7
net759,4.7
net877,4.7
net921,4.7
net964,4.7
net999,4.7
net1012,4.7
net1016,4.7
net1123,4.7
net1183,4.7
net1300,4.7
_00678_,4.695
_02676_,4.68
_03031_,4.68
_03237_,4.68
_03473_,4.68
_04187_,4.68
net427,4.68
net844,4.68
net1509,4.68
_03102_,4.66
_03385_,4.66
_03544_,4.66
_05257_,4.66
net364,4.66
net1438,4.66
_00132_,4.635
_00940_,4.635
_00942_,4.635
_00392_,4.625
_01099_,4.625
_01174_,4.625
_00210_,4.605
_00224_,4.605
_05345_,4.6
_05630_,4.6
_00131_,4.585
_00161_,4.585
_00217_,4.585
_00240_,4.585
_00308_,4.585
_00334_,4.585
_00379_,4.585
_00405_,4.585
_00408_,4.585
_00556_,4.585
_00575_,4.585
_00582_,4.585
_00716_,4.585
_00794_,4.585
_01051_,4.585
_01117_,4.585
_01262_,4.585
_01373_,4.585
_01399_,4.585
_01401_,4.585
_00166_,4.58
_00229_,4.58
_00761_,4.58
_00787_,4.58
_05588_,4.58
_01839_,4.56
_03090_,4.56
_04626_,4.56
_05856_,4.56
_00517_,4.555
_00990_,4.555
_00051_,4.54
_03335_,4.54
_00300_,4.525
_00840_,4.525
_01110_,4.525
_01201_,4.525
_01527_,4.525
_01528_,4.525
_00724_,4.505
_01198_,4.505
_00208_,4.5
_01860_,4.49
_03155_,4.49
_01159_,4.48
_01754_,4.48
_01990_,4.48
_03196_,4.48
_04438_,4.48
_04697_,4.48
_04767_,4.48
_04982_,4.48
_05022_,4.48
net151,4.48
EX_MEM_ALUOUT\[11\],4.46
EX_MEM_ALUOUT\[26\],4.46
IF_ID_NPC\[9\],4.46
_01736_,4.46
_01975_,4.46
_02052_,4.46
_02107_,4.46
_02138_,4.46
_02184_,4.46
_02285_,4.46
_02286_,4.46
_02422_,4.46
_02507_,4.46
_02569_,4.46
_02588_,4.46
_02609_,4.46
_02701_,4.46
_02845_,4.46
_02866_,4.46
_03030_,4.46
_03050_,4.46
_03705_,4.46
_03728_,4.46
_03979_,4.46
_04176_,4.46
_04189_,4.46
_04220_,4.46
_04307_,4.46
_04383_,4.46
_04523_,4.46
_04807_,4.46
_05235_,4.46
_05253_,4.46
_05854_,4.46
net787,4.46
net1454,4.46
MEM_WB_ALUOUT\[0\],4.44
_01264_,4.44
_04279_,4.44
_04425_,4.44
_05670_,4.44
_00583_,4.425
_00619_,4.425
_00664_,4.425
_00675_,4.425
_00780_,4.425
_01023_,4.425
_01043_,4.425
_01161_,4.425
_01487_,4.425
_05989_,4.425
ID_EX_IR\[9\],4.42
IF_ID_NPC\[11\],4.42
_00057_,4.42
_02246_,4.42
_02354_,4.42
_02808_,4.42
_03859_,4.42
_04139_,4.42
_04149_,4.42
_04197_,4.42
_04397_,4.42
_04401_,4.42
net1516,4.42
_00047_,4.41
_00095_,4.385
_00099_,4.385
_00346_,4.385
_00494_,4.385
_00534_,4.385
_00548_,4.385
_00755_,4.385
_00941_,4.385
_00957_,4.385
_01016_,4.385
_01158_,4.385
_01166_,4.385
_01541_,4.385
_01147_,4.36
_01806_,4.36
_01845_,4.36
_02080_,4.36
_02096_,4.36
_02788_,4.36
_03025_,4.36
_03176_,4.36
_03666_,4.36
_03910_,4.36
_04317_,4.36
_04404_,4.36
_05196_,4.36
_01745_,4.34
_01753_,4.34
_01954_,4.34
_02045_,4.34
_02160_,4.34
_02187_,4.34
_02269_,4.34
_02275_,4.34
_02362_,4.34
_02370_,4.34
_02387_,4.34
_02393_,4.34
_02484_,4.34
_02688_,4.34
_02822_,4.34
_02908_,4.34
_02913_,4.34
_03095_,4.34
_03594_,4.34
_03702_,4.34
_03718_,4.34
_03719_,4.34
_03741_,4.34
_03800_,4.34
_03843_,4.34
_03851_,4.34
_03858_,4.34
_03887_,4.34
_03939_,4.34
_04186_,4.34
_04242_,4.34
_04248_,4.34
_04380_,4.34
_04683_,4.34
_04778_,4.34
_04858_,4.34
_04931_,4.34
_05371_,4.34
_05410_,4.34
_05491_,4.34
_05811_,4.34
_05875_,4.34
net241,4.34
net445,4.34
net525,4.34
net553,4.34
net597,4.34
net721,4.34
net1019,4.34
net1091,4.34
net1471,4.34
_00670_,4.335
_00219_,4.325
_05353_,4.32
_01156_,4.305
_00199_,4.295
_00266_,4.295
_00626_,4.295
_00677_,4.295
_00689_,4.295
_00700_,4.295
_00810_,4.295
_00841_,4.295
_00756_,4.285
_00139_,4.265
_00580_,4.265
_00987_,4.265
_00998_,4.265
_01211_,4.265
_01033_,4.26
_01219_,4.26
_01229_,4.255
_00143_,4.24
_00183_,4.24
_00207_,4.24
_00747_,4.24
_00773_,4.24
_00901_,4.24
_00946_,4.24
_00962_,4.24
_01378_,4.24
_01537_,4.24
_04911_,4.24
_05039_,4.24
_05250_,4.24
_05361_,4.24
_05761_,4.24
net258,4.24
net305,4.24
net313,4.24
net339,4.24
net359,4.24
net528,4.24
net602,4.24
net605,4.24
net717,4.24
net843,4.24
net867,4.24
net971,4.24
net973,4.24
net1004,4.24
net1081,4.24
net1205,4.24
net1468,4.24
DM\[20\]\[2\],4.22
_01775_,4.22
_01789_,4.22
_02438_,4.22
_05103_,4.22
_05920_,4.22
_00984_,4.215
net513,4.2
net1258,4.2
_00801_,4.18
_01230_,4.165
_01309_,4.165
_03573_,4.15
_05527_,4.14
_05645_,4.14
_00168_,4.125
_00294_,4.125
_00393_,4.125
_00934_,4.125
_00988_,4.125
_01406_,4.125
_01037_,4.12
_03131_,4.12
_04614_,4.12
_05484_,4.12
_05549_,4.12
_05762_,4.12
_05916_,4.12
net382,4.12
_05363_,4.1
_05592_,4.1
_05754_,4.09
_00442_,4.085
_00639_,4.085
_00981_,4.085
_01148_,4.085
_01240_,4.085
_00349_,4.065
_00691_,4.065
_00911_,4.065
_01524_,4.065
_00062_,4.05
_00453_,4.045
_00533_,4.045
_01026_,4.045
_01239_,4.045
_01816_,4.02
_03049_,4.02
_03281_,4.02
_05158_,4.02
_05278_,4.02
_05598_,4.02
IF_ID_NPC\[24\],4
_01735_,4
_01778_,4
_01844_,4
_02017_,4
_02295_,4
_02404_,4
_02424_,4
_02767_,4
_02869_,4
_02894_,4
_02936_,4
_03135_,4
_03199_,4
_03283_,4
_03612_,4
_03648_,4
_03717_,4
_03892_,4
_04087_,4
_04125_,4
_04190_,4
_04214_,4
_04241_,4
_04283_,4
_04450_,4
_04581_,4
_04586_,4
_04638_,4
_04753_,4
_04768_,4
_05041_,4
_05186_,4
_05193_,4
_05458_,4
_05545_,4
_05923_,4
_05947_,4
_06003_,4
_06005_,4
net587,4
net962,4
net1109,4
net1110,4
net1478,4
_02930_,3.98
_03201_,3.98
_05461_,3.98
_00279_,3.965
_00321_,3.965
_00365_,3.965
_00563_,3.965
_00707_,3.965
_00847_,3.965
_01115_,3.965
_01178_,3.965
_01218_,3.965
_01348_,3.965
_01449_,3.965
_03653_,3.93
_00149_,3.925
_00257_,3.925
_00404_,3.925
_00684_,3.925
_00725_,3.925
_00772_,3.925
_00923_,3.925
_01060_,3.925
_01086_,3.925
_01393_,3.925
_01497_,3.925
_01518_,3.925
_01546_,3.925
_00395_,3.9
_01752_,3.9
_02026_,3.9
_02480_,3.9
_02849_,3.9
_02956_,3.9
_03038_,3.9
_03362_,3.9
_04025_,3.9
_00335_,3.88
_02117_,3.88
_02292_,3.88
_02314_,3.88
_02434_,3.88
_02459_,3.88
_02677_,3.88
_02748_,3.88
_02778_,3.88
_02782_,3.88
_02814_,3.88
_02868_,3.88
_02886_,3.88
_02980_,3.88
_03064_,3.88
_03406_,3.88
_03492_,3.88
_03552_,3.88
_03928_,3.88
_04104_,3.88
_04358_,3.88
_05277_,3.88
_05330_,3.88
_05483_,3.88
_05519_,3.88
_05669_,3.88
_05927_,3.88
net480,3.88
net494,3.88
net1170,3.88
_00079_,3.865
_00406_,3.865
_00876_,3.865
_01316_,3.865
_01320_,3.865
_01326_,3.865
_05990_,3.865
_06018_,3.865
_00314_,3.805
_00506_,3.805
_01377_,3.805
_01434_,3.805
_00222_,3.8
_00508_,3.8
_00671_,3.8
_00826_,3.8
_00991_,3.8
_01085_,3.8
_01157_,3.8
_01162_,3.8
_01256_,3.8
_01336_,3.8
_01361_,3.8
_00450_,3.78
_00456_,3.78
_00504_,3.78
_00634_,3.78
_00638_,3.78
_00944_,3.78
_01235_,3.78
_01380_,3.78
_01381_,3.78
_01438_,3.78
_01730_,3.78
_03404_,3.78
net429,3.78
net461,3.78
net515,3.78
net542,3.78
net571,3.78
net578,3.78
net737,3.78
net852,3.78
net929,3.78
net1001,3.78
net1105,3.78
net1114,3.78
net1461,3.78
net1544,3.78
DM\[20\]\[27\],3.76
_02719_,3.76
_05095_,3.76
_05336_,3.76
net1080,3.76
_00197_,3.755
_01837_,3.74
_05939_,3.74
_00524_,3.705
_00546_,3.705
_00694_,3.705
_00799_,3.705
_00850_,3.705
_00939_,3.705
_01494_,3.705
_05642_,3.68
_05781_,3.68
net170,3.68
net179,3.68
_00055_,3.66
_01793_,3.66
_03525_,3.66
_05427_,3.66
_05678_,3.66
_05928_,3.66
net376,3.66
net713,3.66
net748,3.66
_01281_,3.655
_05349_,3.64
_00147_,3.625
_00233_,3.625
_00241_,3.625
_00624_,3.625
_00827_,3.625
_00996_,3.625
_01342_,3.625
_01366_,3.625
_01374_,3.625
_01472_,3.625
_01483_,3.625
_05462_,3.62
_00061_,3.61
_00510_,3.605
_00113_,3.585
_00428_,3.585
_00591_,3.585
_01004_,3.585
_01049_,3.585
_01139_,3.585
_01445_,3.585
ID_EX_IR\[7\],3.56
IF_ID_NPC\[28\],3.56
_03467_,3.56
_03486_,3.56
_03520_,3.56
_04407_,3.56
_04583_,3.56
_04973_,3.56
EX_MEM_ALUOUT\[19\],3.54
IF_ID_NPC\[21\],3.54
IF_ID_NPC\[22\],3.54
_01782_,3.54
_02027_,3.54
_02039_,3.54
_02225_,3.54
_02302_,3.54
_02426_,3.54
_02563_,3.54
_02735_,3.54
_02848_,3.54
_03023_,3.54
_03460_,3.54
_03462_,3.54
_03877_,3.54
_04065_,3.54
_04356_,3.54
_04967_,3.54
_05217_,3.54
_05304_,3.54
_05333_,3.54
_05420_,3.54
_05425_,3.54
_05731_,3.54
_05832_,3.54
_05883_,3.54
net481,3.54
net980,3.54
net1011,3.54
net1098,3.54
net1181,3.54
MEM_WB_LDM\[29\],3.52
_01096_,3.515
_00148_,3.505
_00338_,3.505
_00410_,3.505
_00449_,3.505
_00702_,3.505
_00781_,3.505
_00822_,3.505
_00835_,3.505
_00903_,3.505
_00955_,3.505
_01048_,3.505
_01114_,3.505
_01116_,3.505
_01228_,3.505
_01308_,3.505
_01375_,3.505
_01054_,3.48
_00091_,3.465
_00186_,3.465
_00355_,3.465
_00434_,3.465
_00752_,3.465
_00803_,3.465
_00954_,3.465
_00979_,3.465
_01005_,3.465
_01121_,3.465
_01183_,3.465
_01191_,3.465
_01258_,3.465
_01371_,3.465
_01499_,3.465
_01514_,3.465
_01516_,3.465
_00656_,3.44
_00757_,3.44
_00776_,3.44
_00790_,3.44
_01192_,3.44
_01295_,3.44
_02329_,3.44
_02514_,3.44
_02856_,3.44
_02870_,3.44
_03059_,3.44
_04254_,3.44
_04364_,3.44
_04396_,3.44
_04415_,3.44
_05119_,3.44
_05175_,3.44
_05443_,3.44
_05757_,3.44
_01182_,3.42
_01572_,3.42
_01820_,3.42
_01961_,3.42
_02145_,3.42
_02289_,3.42
_02396_,3.42
_02416_,3.42
_02445_,3.42
_02756_,3.42
_02867_,3.42
_02881_,3.42
_03008_,3.42
_03208_,3.42
_03233_,3.42
_04049_,3.42
_04067_,3.42
_04088_,3.42
_04344_,3.42
_04750_,3.42
_04805_,3.42
_04852_,3.42
_04934_,3.42
_05489_,3.42
_05863_,3.42
_05874_,3.42
net206,3.42
net638,3.42
net1133,3.42
_00106_,3.405
_00118_,3.405
_00188_,3.405
_00341_,3.405
_00352_,3.405
_00491_,3.405
_00527_,3.405
_00667_,3.405
_00668_,3.405
_00683_,3.405
_00768_,3.405
_00843_,3.405
_00861_,3.405
_01237_,3.405
_01241_,3.405
_01282_,3.405
_01290_,3.405
_01300_,3.405
_01302_,3.405
_01328_,3.405
_01345_,3.405
_01349_,3.405
_01433_,3.405
_00916_,3.38
_00059_,3.35
_00121_,3.345
_00384_,3.345
_00427_,3.345
_01187_,3.345
_01307_,3.345
_01510_,3.345
_01535_,3.345
_00080_,3.34
_00093_,3.34
_00156_,3.34
_00180_,3.34
_00198_,3.34
_00239_,3.34
_00244_,3.34
_00278_,3.34
_00280_,3.34
_00293_,3.34
_00342_,3.34
_00411_,3.34
_00459_,3.34
_00461_,3.34
_00581_,3.34
_00617_,3.34
